#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
46.57,45.61,42.89,28.29,28.57,28.97,46.73,28.87
46.39,45.67,43.31,28.29,28.55,28.97,46.15,28.87
46.05,45.95,43.67,28.29,28.55,28.99,45.89,28.93
45.79,45.89,43.91,28.31,28.57,28.99,45.91,28.91
45.53,45.63,44.41,28.31,28.59,28.99,45.67,28.91
45.39,45.27,44.39,28.29,28.59,28.99,45.39,28.87
45.05,45.03,44.43,28.31,28.61,28.99,45.49,28.91
44.67,44.71,44.39,28.33,28.61,29.01,45.31,28.91
44.41,44.45,44.49,28.29,28.61,29.01,45.71,28.91
44.33,44.21,44.25,28.29,28.61,29.01,46.03,28.93
44.15,43.83,43.93,28.31,28.63,29.03,46.65,28.91
44.01,43.53,43.89,28.33,28.67,28.99,46.99,28.91
44.11,43.41,43.51,28.33,28.63,28.99,47.57,28.91
44.55,43.21,43.43,28.33,28.67,28.99,48.19,28.93
45.29,43.09,43.01,28.35,28.61,29.03,49.27,28.93
45.63,42.93,42.81,28.35,28.63,29.01,50.07,28.95
46.47,42.93,42.67,28.35,28.63,28.99,50.61,28.95
47.27,43.03,42.25,28.33,28.63,29.03,50.61,28.93
47.91,43.61,42.43,28.35,28.63,29.01,50.39,28.95
48.69,44.25,41.97,28.33,28.71,29.03,50.21,28.95
49.25,44.81,42.09,28.35,28.67,29.05,49.55,28.95
49.25,45.71,42.35,28.37,28.69,29.05,48.69,28.97
49.03,46.41,42.41,28.35,28.71,29.03,48.05,28.99
48.77,46.83,43.03,28.37,28.67,29.05,47.17,28.99
48.37,47.43,43.23,28.35,28.67,29.07,46.75,28.97
47.41,47.43,43.87,28.39,28.69,29.07,46.07,28.99
46.79,47.33,44.31,28.37,28.71,29.05,45.71,29.01
46.31,47.31,44.75,28.41,28.73,29.11,45.69,29.01
45.61,47.23,45.05,28.37,28.71,29.07,45.75,28.99
44.91,46.73,45.53,28.39,28.71,29.09,45.69,28.99
44.87,46.23,45.53,28.41,28.75,29.09,45.27,29.01
44.43,45.61,45.81,28.41,28.73,29.07,45.73,29.03
44.21,44.85,45.41,28.37,28.75,29.09,45.93,29.01
44.15,44.57,45.61,28.45,28.73,29.09,46.73,29.03
44.43,44.03,45.07,28.41,28.77,29.09,47.11,28.99
44.15,43.49,44.77,28.45,28.75,29.13,48.31,29.05
44.41,43.01,44.23,28.45,28.79,29.13,48.93,29.03
44.93,42.59,43.43,28.45,28.75,29.13,49.93,29.05
45.71,42.73,43.03,28.45,28.77,29.09,50.75,29.03
46.59,42.67,42.51,28.45,28.77,29.11,50.93,29.05
47.39,43.03,42.03,28.45,28.79,29.17,51.33,29.05
48.49,43.11,41.57,28.45,28.75,29.17,51.21,29.05
49.17,44.13,41.73,28.47,28.79,29.13,51.31,29.05
49.65,44.71,41.71,28.45,28.79,29.17,50.67,29.07
49.99,45.57,41.65,28.47,28.75,29.21,50.11,29.07
49.65,46.61,42.01,28.45,28.81,29.17,49.11,29.09
49.45,47.29,42.21,28.47,28.79,29.17,48.35,29.07
48.87,47.67,42.89,28.47,28.79,29.13,47.41,29.11
48.31,47.89,43.73,28.49,28.81,29.17,47.09,29.11
47.87,47.97,44.19,28.49,28.79,29.19,46.59,29.11
47.11,47.65,44.81,28.49,28.83,29.17,46.35,29.11
46.81,47.99,45.37,28.47,28.83,29.17,45.89,29.09
45.95,47.55,45.57,28.49,28.81,29.19,46.01,29.09
45.61,47.17,46.11,28.47,28.89,29.19,46.05,29.09
45.17,46.41,46.05,28.47,28.87,29.19,46.05,29.15
44.91,46.17,46.25,28.51,28.83,29.19,46.01,29.11
44.73,45.35,46.07,28.51,28.89,29.23,46.53,29.17
44.75,44.93,45.95,28.51,28.87,29.19,46.85,29.11
44.77,44.21,45.59,28.51,28.83,29.21,47.47,29.15
44.87,43.93,45.15,28.51,28.89,29.21,48.85,29.15
44.99,43.67,44.85,28.53,28.83,29.23,48.97,29.15
45.85,43.33,44.09,28.55,28.89,29.23,50.55,29.15
46.41,43.41,43.71,28.55,28.87,29.25,51.65,29.11
47.65,43.67,43.33,28.53,28.89,29.23,52.23,29.17
48.29,43.73,42.89,28.55,28.89,29.23,52.53,29.15
49.57,44.31,42.49,28.55,28.89,29.23,51.79,29.21
50.27,44.77,42.77,28.57,28.89,29.21,51.15,29.21
50.59,45.73,42.69,28.55,28.91,29.23,50.39,29.19
50.89,46.41,42.69,28.55,28.91,29.21,49.65,29.19
50.19,47.07,42.93,28.63,28.89,29.25,48.87,29.19
49.55,47.67,43.49,28.57,28.91,29.23,48.31,29.21
49.01,48.55,43.99,28.59,28.93,29.25,47.45,29.19
48.11,48.89,44.61,28.57,28.93,29.25,47.23,29.21
47.53,48.85,45.07,28.63,28.91,29.23,46.75,29.19
47.21,48.85,45.41,28.63,28.91,29.25,46.29,29.21
46.45,48.37,46.59,28.61,28.93,29.27,46.85,29.23
46.13,47.45,46.65,28.59,28.95,29.27,46.73,29.21
45.67,47.11,47.47,28.63,28.93,29.29,46.99,29.23
45.37,46.03,47.51,28.67,28.93,29.27,47.55,29.23
44.99,45.89,47.51,28.69,28.93,29.25,47.87,29.21
