0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.610999999999999943e+01,4.696999999999999886e+01,4.671000000000000085e+01,4.707000000000000028e+01,4.636999999999999744e+01,4.560999999999999943e+01,4.490999999999999659e+01,1.540933486810966002e+01,2.500000000000000000e+01,1.000000000000000021e-02,-2.950066513189033657e+01
4.631000000000000227e+01,4.657000000000000028e+01,4.617000000000000171e+01,4.675000000000000000e+01,4.596999999999999886e+01,4.646999999999999886e+01,4.653000000000000114e+01,3.081866973621932004e+01,2.500000000000000000e+01,1.000000000000000021e-02,-1.571133026378068109e+01
4.582999999999999829e+01,4.678999999999999915e+01,4.622999999999999687e+01,4.625000000000000000e+01,4.645000000000000284e+01,4.646999999999999886e+01,4.639000000000000057e+01,4.622800460432898007e+01,2.500000000000000000e+01,1.000000000000000021e-02,-1.619953956710205034e-01
4.259000000000000341e+01,4.471000000000000085e+01,4.559000000000000341e+01,4.668999999999999773e+01,4.567000000000000171e+01,4.604999999999999716e+01,4.477000000000000313e+01,4.622800460432898007e+01,2.500000000000000000e+01,1.000000000000000021e-02,1.458004604328976939e+00
4.464999999999999858e+01,4.318999999999999773e+01,4.517000000000000171e+01,4.568999999999999773e+01,4.196999999999999886e+01,4.560999999999999943e+01,4.278999999999999915e+01,4.622800460432898007e+01,2.500000000000000000e+01,1.000000000000000021e-02,3.438004604328980918e+00
4.540999999999999659e+01,4.513000000000000256e+01,4.454999999999999716e+01,4.357000000000000028e+01,4.409000000000000341e+01,4.540999999999999659e+01,4.560999999999999943e+01,4.568317206694226940e+01,-4.828733167502687138e+02,2.681128673165384616e-03,7.317206694226996433e-02
4.382999999999999829e+01,4.457000000000000028e+01,4.522999999999999687e+01,4.445000000000000284e+01,4.399000000000000199e+01,4.403000000000000114e+01,4.653000000000000114e+01,4.627698213506110392e+01,3.606333683036123716e+01,1.101873728107628184e-03,-2.530178649388972190e-01
4.403000000000000114e+01,4.142999999999999972e+01,4.486999999999999744e+01,4.267000000000000171e+01,4.503000000000000114e+01,4.525000000000000000e+01,4.699000000000000199e+01,4.323046869994814045e+01,4.522999999999999687e+01,4.445000000000000284e+01,-3.759531300051861535e+00
4.567000000000000171e+01,4.509000000000000341e+01,4.413000000000000256e+01,4.268999999999999773e+01,4.482999999999999829e+01,4.367000000000000171e+01,4.753000000000000114e+01,4.322263303589184602e+01,-1.709407833009040871e+02,2.412428144046665970e-03,-4.307366964108155116e+00
4.631000000000000227e+01,4.592999999999999972e+01,4.549000000000000199e+01,4.522999999999999687e+01,4.307000000000000028e+01,4.146999999999999886e+01,4.664999999999999858e+01,4.256846287393483408e+01,-2.898011433580743414e+02,4.058517720856770310e-03,-4.081537126065164500e+00
