#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
46.97,44.15,42.71,28.45,28.71,28.97,50.73,28.87
47.19,44.23,42.39,28.45,28.71,28.95,51.53,28.91
47.43,44.15,42.15,28.45,28.73,28.91,51.97,28.91
47.89,44.75,42.33,28.45,28.71,28.95,52.11,28.91
48.23,44.53,42.15,28.47,28.71,28.95,52.87,28.91
47.89,44.29,42.01,28.45,28.71,28.97,53.09,28.95
48.31,44.33,42.35,28.45,28.71,28.97,53.07,28.97
48.99,45.05,42.41,28.47,28.75,28.97,53.71,28.95
49.15,45.19,42.41,28.47,28.73,28.99,54.01,28.97
49.33,45.35,42.57,28.47,28.73,29.01,53.75,28.95
49.59,45.73,42.57,28.47,28.75,28.99,53.73,28.99
50.19,46.03,42.53,28.47,28.73,28.99,54.17,28.97
50.21,45.69,42.43,28.49,28.73,29.01,54.01,28.97
50.31,46.01,42.49,28.47,28.75,29.03,53.15,28.99
50.73,46.49,43.13,28.49,28.73,29.01,52.83,28.97
51.19,46.63,43.13,28.51,28.75,29.05,52.93,29.01
50.97,46.81,43.23,28.49,28.75,29.03,52.75,29.01
50.81,47.15,43.37,28.51,28.75,29.05,52.21,29.03
51.01,47.51,43.61,28.49,28.75,29.05,52.13,29.01
50.97,47.69,43.69,28.51,28.77,29.09,52.55,29.05
50.67,47.65,43.63,28.51,28.75,29.07,52.35,29.05
49.71,47.63,43.61,28.49,28.77,29.07,51.93,29.05
49.95,48.07,44.09,28.51,28.79,29.09,51.43,29.05
49.95,48.13,44.23,28.49,28.79,29.07,51.21,29.07
49.71,47.75,44.15,28.51,28.75,29.09,50.93,29.05
49.23,47.87,44.35,28.51,28.79,29.11,50.47,29.07
49.05,47.77,44.31,28.49,28.79,29.11,50.25,29.09
49.17,48.05,44.95,28.51,28.79,29.13,50.01,29.11
48.97,47.85,45.07,28.55,28.79,29.13,49.95,29.09
48.77,47.23,44.91,28.55,28.81,29.11,49.73,29.09
48.61,47.23,44.77,28.53,28.81,29.17,49.65,29.11
48.35,47.07,44.83,28.55,28.83,29.13,49.17,29.15
48.03,47.21,44.93,28.53,28.87,29.13,48.79,29.09
47.79,46.65,44.99,28.55,28.83,29.17,48.91,29.15
47.65,46.39,44.75,28.55,28.83,29.19,48.93,29.15
47.19,46.23,44.83,28.55,28.87,29.17,48.73,29.15
46.87,46.39,45.13,28.55,28.89,29.21,48.15,29.15
46.83,46.25,45.15,28.57,28.83,29.21,48.07,29.11
46.95,46.27,44.83,28.57,28.87,29.19,48.43,29.15
46.61,45.89,44.53,28.55,28.89,29.19,49.07,29.11
46.19,45.53,44.31,28.59,28.89,29.21,49.13,29.15
46.03,45.23,44.21,28.59,28.91,29.21,49.27,29.15
46.11,45.05,44.23,28.59,28.89,29.21,49.49,29.17
45.85,44.81,43.87,28.55,28.93,29.21,49.41,29.17
45.41,44.57,43.69,28.57,28.93,29.25,49.31,29.19
45.53,44.49,43.57,28.59,28.89,29.21,49.15,29.19
46.19,44.61,43.69,28.61,28.91,29.23,49.91,29.15
46.39,44.11,43.13,28.61,28.89,29.23,50.19,29.19
46.71,43.79,43.17,28.59,28.95,29.23,50.41,29.17
47.05,43.83,42.99,28.61,28.91,29.21,50.79,29.17
46.93,43.79,42.99,28.61,28.91,29.25,51.45,29.17
46.87,43.61,42.57,28.61,28.93,29.21,52.11,29.17
46.99,43.73,42.49,28.61,28.95,29.25,52.61,29.23
47.97,43.91,42.77,28.61,28.91,29.25,53.09,29.21
47.99,44.49,42.39,28.59,28.93,29.23,53.99,29.15
48.27,44.81,42.19,28.61,28.93,29.25,54.37,29.19
49.15,44.93,42.23,28.63,28.91,29.27,55.61,29.17
50.01,45.09,41.97,28.61,28.95,29.27,56.65,29.19
50.61,45.57,42.19,28.61,28.93,29.27,57.39,29.21
