#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
40.91,37.67,33.07,26.67,26.99,27.21,37.01,26.93
40.89,37.83,33.25,26.67,26.93,27.21,36.65,26.89
40.47,38.05,32.97,26.67,26.95,27.21,36.57,26.89
40.21,38.11,33.61,26.67,26.93,27.23,36.31,26.89
39.91,38.25,33.43,26.69,26.93,27.23,36.07,26.91
39.29,38.59,33.61,26.73,26.95,27.23,35.91,26.93
38.59,38.71,33.95,26.67,26.95,27.23,35.81,26.91
38.11,38.75,34.15,26.67,26.95,27.25,35.93,26.91
37.59,38.81,34.39,26.69,27.03,27.23,36.07,26.95
36.81,39.03,34.97,26.69,26.95,27.25,36.49,26.93
36.23,39.01,35.15,26.71,26.95,27.25,36.37,26.93
35.81,38.85,35.45,26.71,26.99,27.25,36.47,26.91
35.61,38.69,36.15,26.67,26.99,27.25,37.25,26.93
35.23,38.63,36.23,26.69,26.99,27.27,37.61,26.93
35.01,38.45,36.05,26.69,26.95,27.27,37.91,26.93
34.67,38.09,36.61,26.69,26.99,27.25,39.03,26.95
34.69,37.83,36.77,26.73,26.99,27.25,39.49,26.93
34.59,37.43,36.79,26.71,26.99,27.29,40.37,26.91
34.29,36.87,36.93,26.69,26.99,27.25,41.39,26.91
34.53,36.39,37.13,26.69,27.03,27.27,42.97,26.95
34.31,35.53,37.59,26.69,27.03,27.25,43.69,26.99
34.97,34.97,37.25,26.71,27.05,27.27,44.53,26.93
35.19,34.53,37.03,26.73,27.07,27.29,44.97,26.99
35.69,34.03,37.17,26.71,27.05,27.29,44.51,26.93
36.13,33.83,36.61,26.71,27.03,27.29,44.55,26.95
36.79,33.51,36.37,26.73,27.05,27.27,44.81,27.03
37.59,33.57,36.01,26.73,27.05,27.29,44.77,26.95
38.19,33.49,35.55,26.75,27.05,27.31,44.71,27.03
38.87,33.35,34.99,26.75,27.07,27.31,44.11,26.99
40.07,33.33,34.43,26.73,27.05,27.27,43.81,27.05
40.65,33.47,33.95,26.75,27.07,27.29,43.69,26.99
41.21,33.57,33.41,26.75,27.05,27.27,43.47,27.03
41.59,33.73,33.35,26.75,27.05,27.31,43.11,27.05
41.75,33.69,33.17,26.73,27.05,27.31,42.79,27.03
41.75,33.99,32.97,26.75,27.05,27.33,42.31,27.05
41.37,34.21,32.75,26.73,27.05,27.33,41.95,27.05
41.37,34.59,32.71,26.79,27.07,27.33,41.85,27.07
41.71,34.53,32.67,26.79,27.09,27.33,41.55,27.07
41.37,35.05,32.39,26.79,27.07,27.33,40.99,27.05
41.45,35.27,32.31,26.79,27.07,27.33,40.81,27.11
41.37,35.61,32.33,26.79,27.09,27.37,40.61,27.09
41.15,35.99,32.33,26.79,27.09,27.33,40.27,27.09
40.57,36.77,32.27,26.75,27.05,27.33,39.89,27.07
40.47,37.27,32.33,26.79,27.07,27.33,39.45,27.07
40.51,37.85,32.67,26.79,27.09,27.33,39.45,27.09
40.19,38.11,32.47,26.75,27.07,27.33,39.05,27.07
39.81,38.49,32.67,26.75,27.07,27.39,38.77,27.11
39.65,38.79,32.89,26.79,27.09,27.39,38.63,27.09
39.23,38.61,33.07,26.75,27.07,27.37,38.21,27.09
39.03,38.55,33.73,26.81,27.07,27.37,38.81,27.09
38.71,38.89,34.29,26.81,27.13,27.39,39.23,27.15
38.43,38.77,34.77,26.75,27.13,27.37,39.65,27.09
38.25,38.95,35.71,26.79,27.09,27.37,40.71,27.15
37.95,38.51,36.71,26.81,27.09,27.41,40.93,27.15
37.53,38.43,37.13,26.79,27.09,27.39,41.47,27.09
37.25,38.21,37.43,26.81,27.13,27.39,42.13,27.11
37.29,38.03,37.63,26.83,27.13,27.39,42.99,27.11
37.03,37.61,37.63,26.83,27.09,27.37,44.03,27.11
37.33,37.69,37.71,26.81,27.13,27.41,44.43,27.11
37.67,36.97,37.71,26.81,27.13,27.41,45.17,27.15
38.19,37.05,37.45,26.81,27.13,27.43,45.23,27.17
38.67,36.71,36.89,26.83,27.09,27.39,45.49,27.17
39.09,36.63,37.25,26.83,27.15,27.39,44.93,27.15
39.57,36.15,36.71,26.83,27.09,27.43,44.81,27.11
39.83,36.07,36.55,26.85,27.09,27.43,44.03,27.17
