#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
41.85,39.95,38.85,28.71,28.97,29.43,43.01,29.17
42.35,40.17,38.93,28.71,28.97,29.39,42.77,29.17
42.41,40.65,38.81,28.75,28.99,29.41,42.41,29.17
42.41,40.91,39.23,28.73,29.01,29.41,41.93,29.17
42.21,41.37,39.59,28.71,28.99,29.41,41.71,29.17
41.57,41.53,39.75,28.73,29.01,29.41,41.43,29.17
41.47,41.47,40.21,28.73,29.01,29.41,41.35,29.17
40.97,41.55,40.61,28.75,29.01,29.43,41.65,29.21
40.73,41.25,40.91,28.73,29.01,29.41,41.91,29.17
40.79,40.83,40.99,28.75,29.01,29.45,42.23,29.17
41.21,40.53,41.03,28.73,28.97,29.39,42.49,29.19
41.17,40.27,40.85,28.73,29.03,29.45,42.89,29.19
41.81,40.27,40.47,28.75,29.01,29.45,42.89,29.17
42.09,40.11,39.89,28.75,29.01,29.43,42.77,29.17
42.25,40.47,39.71,28.75,29.03,29.41,42.77,29.19
42.23,40.55,39.67,28.75,29.03,29.43,42.79,29.17
42.13,41.11,39.65,28.75,29.03,29.45,42.11,29.19
42.05,41.21,39.91,28.77,29.03,29.43,42.33,29.15
42.23,41.45,39.89,28.77,29.05,29.45,41.91,29.21
42.01,41.47,40.09,28.77,29.01,29.43,41.71,29.19
41.73,41.27,40.39,28.75,29.03,29.45,41.83,29.21
41.53,41.25,40.79,28.75,29.05,29.43,42.23,29.23
41.37,41.21,40.81,28.75,29.01,29.41,42.05,29.19
41.19,40.75,40.97,28.75,29.03,29.43,43.01,29.19
41.25,40.65,40.79,28.79,29.05,29.43,43.33,29.21
41.39,40.57,40.73,28.77,29.03,29.43,43.37,29.21
42.29,40.57,40.51,28.77,29.05,29.45,43.91,29.19
42.51,40.57,40.31,28.79,29.03,29.45,44.13,29.19
42.91,40.73,40.27,28.79,29.03,29.43,43.71,29.19
43.27,41.17,40.21,28.77,29.09,29.47,43.73,29.21
43.27,41.47,40.19,28.79,29.05,29.47,43.13,29.23
42.97,41.77,40.37,28.77,29.03,29.45,43.09,29.21
42.93,42.29,40.35,28.77,29.05,29.49,42.93,29.23
42.81,42.23,40.89,28.77,29.05,29.45,42.45,29.21
42.35,42.33,41.21,28.77,29.05,29.47,42.05,29.23
42.23,42.05,41.55,28.79,29.03,29.47,41.95,29.21
41.83,41.81,41.81,28.79,29.09,29.47,41.93,29.23
41.35,41.85,41.95,28.81,29.05,29.47,42.33,29.23
41.17,41.65,41.59,28.79,29.05,29.47,42.67,29.23
41.35,41.43,41.27,28.77,29.05,29.47,43.01,29.25
41.35,41.01,41.53,28.79,29.05,29.49,43.49,29.23
41.81,40.67,41.31,28.81,29.03,29.45,43.91,29.25
42.21,40.39,41.07,28.81,29.03,29.49,44.07,29.23
42.69,40.63,40.99,28.79,29.09,29.49,44.33,29.25
43.01,40.93,40.03,28.81,29.05,29.47,44.31,29.25
43.39,41.03,40.17,28.81,29.05,29.47,44.09,29.27
43.73,41.31,40.01,28.81,29.05,29.49,44.07,29.23
43.57,41.65,40.29,28.83,29.05,29.49,43.99,29.27
43.39,42.31,40.51,28.85,29.05,29.49,43.63,29.25
43.37,42.41,40.57,28.85,29.09,29.49,43.31,29.27
43.09,42.51,41.01,28.81,29.05,29.49,43.43,29.27
42.99,42.53,41.27,28.83,29.11,29.51,43.33,29.27
42.59,42.29,41.67,28.85,29.05,29.47,43.39,29.27
42.39,42.49,41.81,28.83,29.05,29.51,43.19,29.29
42.45,42.21,42.01,28.85,29.11,29.49,43.33,29.27
42.61,41.93,41.91,28.85,29.11,29.49,43.21,29.25
42.57,41.83,41.55,28.85,29.11,29.51,43.73,29.25
42.61,41.77,41.59,28.83,29.11,29.49,43.91,29.25
42.79,41.71,41.77,28.83,29.09,29.51,44.15,29.27
42.81,41.85,41.21,28.83,29.11,29.49,44.01,29.27
43.19,41.67,41.17,28.85,29.09,29.51,43.97,29.27
43.29,41.77,41.01,28.85,29.11,29.53,44.03,29.27
43.47,42.11,41.15,28.83,29.09,29.51,44.15,29.27
43.29,42.25,41.17,28.85,29.11,29.51,43.99,29.27
43.21,42.25,41.07,28.89,29.09,29.53,44.11,29.29
43.39,42.25,41.11,28.91,29.11,29.53,44.25,29.25
43.31,42.63,41.17,28.85,29.09,29.51,44.21,29.29
43.67,42.41,41.43,28.85,29.09,29.53,44.57,29.29
43.59,42.41,41.73,28.85,29.13,29.53,44.87,29.29
43.53,42.41,41.85,28.89,29.13,29.53,44.77,29.29
43.83,42.61,41.81,28.89,29.13,29.53,44.57,29.29
44.11,42.57,41.95,28.85,29.11,29.59,44.71,29.31
44.01,42.77,41.87,28.89,29.13,29.53,44.35,29.29
43.87,42.71,41.81,28.89,29.13,29.55,44.21,29.31
43.59,42.99,41.91,28.89,29.13,29.55,43.67,29.31
43.33,42.97,42.03,28.93,29.13,29.53,43.73,29.31
43.23,43.23,42.03,28.93,29.17,29.55,43.33,29.29
43.51,43.17,42.15,28.93,29.15,29.57,43.19,29.29
43.11,42.83,42.35,28.93,29.13,29.53,43.31,29.31
42.87,42.59,42.43,28.91,29.15,29.55,43.63,29.31
42.73,42.25,42.31,28.95,29.13,29.55,43.69,29.31
42.71,42.57,42.21,28.95,29.17,29.59,44.35,29.33
43.09,42.01,41.85,28.91,29.15,29.55,44.51,29.33
43.13,41.97,41.71,28.93,29.11,29.59,45.17,29.33
43.41,41.81,41.73,28.93,29.15,29.57,45.75,29.31
43.77,42.01,41.77,28.95,29.15,29.57,46.19,29.33
44.43,42.13,41.47,28.91,29.15,29.57,46.05,29.33
45.03,42.39,41.37,28.97,29.17,29.57,45.97,29.33
45.29,42.63,41.43,28.95,29.15,29.55,46.23,29.37
45.27,43.07,41.83,28.95,29.19,29.59,45.71,29.33
45.35,43.69,41.67,28.95,29.17,29.59,45.19,29.39
45.37,44.15,41.95,28.95,29.19,29.59,44.81,29.37
44.85,44.31,42.41,28.97,29.17,29.59,44.19,29.33
44.65,44.23,42.45,28.95,29.15,29.63,43.83,29.37
44.01,44.19,43.21,28.97,29.17,29.59,43.43,29.39
43.77,44.21,43.13,28.95,29.17,29.63,43.29,29.41
42.99,43.89,43.59,28.99,29.21,29.65,42.97,29.41
42.81,43.63,43.33,28.99,29.17,29.63,43.37,29.37
42.35,43.23,43.29,28.99,29.19,29.59,43.59,29.39
42.25,42.73,43.33,28.99,29.19,29.63,44.09,29.41
42.39,42.29,43.19,28.97,29.19,29.63,44.71,29.41
42.67,41.75,42.69,28.99,29.19,29.65,45.47,29.41
43.07,41.35,42.49,29.03,29.21,29.65,46.27,29.41
43.81,41.43,41.97,29.01,29.19,29.65,46.79,29.41
44.63,41.81,41.43,29.05,29.19,29.67,46.91,29.43
45.27,42.05,41.29,28.99,29.19,29.65,47.21,29.43
45.75,42.71,40.89,28.99,29.19,29.65,46.75,29.41
46.29,43.17,41.09,28.99,29.21,29.65,46.01,29.43
46.31,44.09,41.39,29.01,29.19,29.69,45.37,29.43
45.93,44.45,41.67,29.01,29.21,29.69,45.07,29.43
45.45,44.77,42.19,29.01,29.19,29.67,44.53,29.43
44.71,45.07,42.71,29.01,29.23,29.71,43.93,29.45
44.43,45.19,43.57,29.01,29.19,29.67,43.49,29.45
44.15,44.73,43.77,29.03,29.21,29.67,43.33,29.45
43.73,44.63,44.19,29.01,29.23,29.69,43.13,29.43
43.01,43.87,44.21,29.03,29.21,29.71,43.19,29.43
42.87,43.39,44.41,29.03,29.21,29.69,43.59,29.45
42.67,43.09,43.87,29.05,29.23,29.71,44.25,29.45
42.51,42.79,43.79,29.05,29.21,29.71,44.91,29.45
42.83,42.31,43.09,29.03,29.25,29.73,45.73,29.47
43.07,41.91,42.73,29.07,29.25,29.69,45.95,29.47
43.87,41.75,42.45,29.07,29.23,29.73,46.81,29.49
